timestamp,juror,repo_a,repo_b,parent,choice,multiplier,reasoning
2025-01-09T10:44:55.986Z,L1Juror9,https://github.com/prysmaticlabs/prysm,https://github.com/chainsafe/lodestar,ethereum,1,3.0,"Looking at market share and usage, Prysm has way more users compared to Lodestar. However, Lodestar has published many easy-to-use packages like LibP2P and BLS that benefit the broader TypeScript developer community.
TypeScript packages are very important to the ecosystem: most users interact through UIs, which use JavaScript interfaces. These packages from Lodestar significantly lower the barrier for building UIs related to Ethereum consensus information, resulting in wider awareness of staking and client diversification."
2025-01-15T11:34:30.348Z,L1Juror10,https://github.com/eth-infinitism/account-abstraction,https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,2,10.0,"These two are fundamentally different so it's harder to compare, but I believe the Typescript implementation of the EVM has been historically more important to the success of Ethereum than the account abstraction EIP implementation above. Maybe moving forward that will change"
2025-01-15T11:47:15.248Z,L1Juror10,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/go-ethereum,ethereum,2,5.0,"Geth has been the main client and post-merge execution client for a very long time. It's one of the most essential (if not the most) piece of software within Ethereum. Safes are very important, but Geth I believe is more so."
2025-01-15T11:50:23.460Z,L1Juror10,https://github.com/vyperlang/vyper,https://github.com/grandinetech/grandine,ethereum,1,2.0,"Grandine has never been used much as a consensus client, IIRC it was closed source for a while (or only source available). Vyper powers important applications like Curve and Yearn."
2025-01-15T20:36:48.709Z,L1Juror11,https://github.com/paradigmxyz/reth,https://github.com/web3/web3.js,ethereum,1,100.0,"web3js usage low, reth pushing execution layer clients forward & keeping them on their toes"
2025-01-15T20:37:49.203Z,L1Juror11,https://github.com/prysmaticlabs/prysm,https://github.com/sigp/lighthouse,ethereum,1,1.5,prysm just slightly more impactful for its dominance and leadership within the space but both very valuable
2025-01-18T04:39:27.114Z,L1Juror12,https://github.com/sigp/lighthouse,https://github.com/ethereum/py-evm,ethereum,1,3.0,"Lighthouse is in production and the biggest consensus client. py-evm is AFAIUI primarily a developer/research tool. It is definitely useful in terms of allowing people to understand Ethereum and also to rapidly prototype ideas. It is hard to quantify what people would do if py-evm didn't exist, but if it disappeared tomorrow we'd be OK.

Vanity metrics: commits, stars and contributors are all largely irrelevant, but they show some amount of investment in a project. These are roughly 1-2x for Lighthouse. Since Lighthouse is in production I'll give it x3."
2025-01-20T10:05:25.217Z,L1Juror14,https://github.com/ethereum/web3.py,https://github.com/status-im/nimbus-eth2,ethereum,1,2.0,More widely used.
2025-01-20T10:05:36.289Z,L1Juror14,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/status-im/nimbus-eth2,ethereum,1,2.0,More widely used.
2025-01-20T10:07:26.837Z,L1Juror14,https://github.com/web3/web3.js,https://github.com/hyperledger/besu,ethereum,1,2.0,Hard comparison.
2025-01-20T18:38:54.180Z,L1Juror15,https://github.com/foundry-rs/foundry,https://github.com/vyperlang/vyper,ethereum,1,20.0,"Based on my pre-existing knowledge of the ecosystem and the project descriptions, Vyper is constrained to a more focused use case as smart contract compiler, where-as foundry is a broader toolset for building full smart contract projects.  Foundry uses Solidity which has a much broader user base.  Looking at github star and fork metrics lines up with the assessment that Foundry is more important, with fork count suggesting foundry being 2.19x more valuable than vyper and star count suggesting foundry bing 1.73x more valuable than vyper.  Using ""github topics"" (https://github.com/topics/), foundry has 998 repositories vs vyper's 199 repositories, suggesting foundry is 5.01x more valuable.  Looking at the solidity ecosystem, which has 19,411 repositories on github, this further re-inforces foundry being more important.  Diversity of tools is valuable in our ecosystem, however, my personal opinion is that Vyper does not represent healthy diversity as I'm not confident that it would be a responsiible language for a company to build on.  For this reason, I'm choosing to inflate the value of foundry over Vyper above what the github metrics support, given that solidity has 97x the userbase than vyper according to repository count, making foundry a significantly more useful tool for our community."
2025-01-21T19:34:24.572Z,L1Juror15,https://github.com/nethermindeth/nethermind,https://github.com/a16z/helios,ethereum,1,2.5,"These two feel harder to compare. I believe that nethermind wins simply because it represents 34% of the execution nodes running Ethereum and thus is a significant foundational pillar for the protocol.  Helios represents and ideological goal but I don't think it fully delivers it enough to be considered more important than Nethermind. I found it difficult to find any objective measure of how much helios is used for any production use cases. My intuition is that it is probably used very little, as the use of it represents an inherent *risk* or overhead, given that each call it makes requires the front-end to do extra work to verify the data, which for a front-end application means added latency and poor-er UX.  I love that Helios takes an ideological stand towards verified chain data, but I'm not convinced that it meaningfully solves the over-arching problem.  I chose to keep these two relatively close at a 2.5 multiplier as I think more projects like Helios need to be tried and experimented with."
2025-01-21T19:43:16.894Z,L1Juror15,https://github.com/argotorg/fe,https://github.com/apeworx/ape,ethereum,2,5.0,"Ape feels like a clear winner for the reason that it assists in smart contract development and is usable today. In contrast, Fe-lang has been ""promised"" for a long time but seems stuck in a cycle of perpetual development and unable to ship a usable version of their compiler.  Their github says that at present they are in the midst of a full re-write.  This suggests that Fe-lang continuing to exist only effects some possible future in which it turns out to be good and acquires users, where-as Ape is actively improving the ecosystem at the present time."
2025-01-23T00:30:46.482Z,L1Juror16,https://github.com/prysmaticlabs/prysm,https://github.com/erigontech/erigon,ethereum,1,2.0,"Ethereum clients, both EL and CL, live in a space where diversity is extremely important, and I don't think adoption or market share is too useful as a metric, as long as the clients are both robust and viable for common use cases. The value difference in then in what they provide beyond just being stable options for clients. My impression is that the Prysm team have been leaders in broader Ethereum consensus design, on top of client development. Erigon is more known for their technical optimizations and focus on performance, where they have found success and pushed the broader EL space forward. I would value prysm's contributions higher, but not to an extreme extent."
2025-01-23T17:04:09.614Z,L1Juror13,https://github.com/wevm/viem,https://github.com/ethereum-lists/chains,ethereum,2,3.0,"Ethereum-lists/chains acts as the ""plumbing"" of the ecosystem, enabling interoperability at scale, while Viem is a specialized ""tool"" for developers. The former’s universal applicability and role in preventing fragmentation justify its higher multiplier."
2025-01-23T17:05:12.780Z,L1Juror13,https://github.com/paradigmxyz/reth,https://github.com/chainsafe/lodestar,ethereum,1,3.0,"While Lodestar strengthens Ethereum’s consensus layer, Reth’s role in decentralizing the execution layer and enabling next-generation infrastructure makes it disproportionately impactful and its broader applicability to Ethereum’s scalability roadmap."
2025-01-24T02:06:50.875Z,L1Juror13,https://github.com/prysmaticlabs/prysm,https://github.com/nethereum/nethereum,ethereum,1,5.0,"Prysm operates at Ethereum’s protocol layer, ensuring network consensus and security. Nethereum, while valuable, operates at the application layer, enhancing developer experience but not directly sustaining the network"
2025-01-24T02:09:45.517Z,L1Juror13,https://github.com/paradigmxyz/reth,https://github.com/web3/web3.js,ethereum,2,4.0,"Web3.js has been foundational since Ethereum’s early days, enabling millions of developers to build DApps, wallets, and DeFi protocols. Its role in abstracting JSON-RPC complexities directly fueled Ethereum’s ecosystem growth, While Reth focuses on node optimization"
2025-01-24T02:11:47.270Z,L1Juror13,https://github.com/wevm/viem,https://github.com/nethermindeth/nethermind,ethereum,2,4.0,"Execution clients like Nethermind are foundational to Ethereum’s operation. Viem, while valuable, is a tool built atop this infrastructure. Nethermind’s impact on Ethereum’s security and decentralization is disproportionately larger. Viem streamlines development, but Nethermind ensures the network’s survival."
2025-01-24T02:26:02.698Z,L1Juror13,https://github.com/prysmaticlabs/prysm,https://github.com/apeworx/ape,ethereum,1,30.0,"As one of Ethereum's primary consensus clients, Prysm has been critical to the Merge. While Ape enhances developer productivity, its role is supplementary. It streamlines workflows but does not affect Ethereum’s core consensus or network integrity"
2025-01-24T02:34:34.423Z,L1Juror13,https://github.com/wevm/viem,https://github.com/argotorg/sourcify,ethereum,1,5.0,"viem directly accelerates Ethereum development by simplifying complex interactions (e.g., contract calls, transaction signing) with intuitive, type-safe APIs. Sourcify remains indispensable for security but operates in a narrower scope."
2025-01-24T02:39:00.227Z,L1Juror13,https://github.com/a16z/helios,https://github.com/ethereum/remix-project,ethereum,1,3.0,"Helios tackles a fundamental vulnerability in Ethereum’s infrastructure—centralized data providers. While Remix empowers developers, Helios ensures end-user security, a prerequisite for Ethereum’s adoption as a decentralized platform."
2025-01-24T02:46:45.782Z,L1Juror13,https://github.com/ethereum/web3.py,https://github.com/argotorg/fe,ethereum,1,10.0,"web3.py is indispensable for Python developers, enabling Ethereum’s integration into enterprise and open-source ecosystems. Fe’s impact is speculative, as most contracts still use Solidity/Vyper. Fe represents a visionary step toward secure smart contracts, web3.py’s immediate, tangible contributions to Ethereum’s developer ecosystem make it exponentially more impactful."
2025-01-24T02:49:31.868Z,L1Juror13,https://github.com/prysmaticlabs/prysm,https://github.com/ethers-io/ethers.js,ethereum,1,3.0,"Prysm’s contribution is irreplaceable; Ethereum’s PoS consensus cannot function without clients like Prysm. Its codebase directly secures the network and processes billions in staked ETH 1210. Ethers.js, though widely adopted, is one of many tools that streamline development but do not define Ethereum’s core functionality."
2025-01-24T02:54:13.034Z,L1Juror13,https://github.com/erigontech/erigon,https://github.com/eth-infinitism/account-abstraction,ethereum,2,3.0,"ERC-4337 redefines user experience (UX) by eliminating reliance on externally owned accounts (EOAs), addressing critical issues like seed phrase vulnerabilities and gas management.While Erigon advances Ethereum’s infrastructure. The latter’s role in driving adoption and enhancing usability makes it the more pivotal contributor to Ethereum’s success."
2025-01-24T02:55:55.330Z,L1Juror13,https://github.com/consensys/teku,https://github.com/wevm/viem,ethereum,1,4.0,"Teku’s impact is structural, ensuring Ethereum’s core functionality and decentralization. Viem, while valuable, operates at a higher abstraction layer. Its contributions are complementary but not mission-critical; alternatives like ethers.js or web3.js can fulfill similar roles"
2025-01-24T05:37:52.309Z,L1Juror17,https://github.com/web3/web3.js,https://github.com/wevm/viem,ethereum,2,50.0,"Viem’s importance to Ethereum’s ecosystem surpasses Web3.js due to its protocol-aligned innovation, modern developer tooling, and active maintenance, contrasted with Web3.js’s stagnation and deprecation."
2025-01-24T08:19:59.496Z,L1Juror17,https://github.com/apeworx/ape,https://github.com/nethereum/nethereum,ethereum,2,30.0,"Nethereum’s role in securing Ethereum’s .NET ecosystem and enabling enterprise adoption solidifies its 30x greater importance. While Ape enhances developer experience, its impact is peripheral and substitutable, unlike Nethereum’s foundational contributions to Ethereum’s infrastructure."
2025-01-24T09:59:48.916Z,L1Juror17,https://github.com/ethereum-lists/chains,https://github.com/ethereum/web3.py,ethereum,2,10.0,"web3.py is 10x more critical than ethereum-lists/chains due to its irreplaceable role in enabling Python-based Ethereum integration. In contrast, ethereum-lists/chains  streamlines multi-chain configurations but does not directly enable core functionalities. Its maintenance is simpler."
2025-01-24T08:31:17.436Z,L1Juror17,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/argotorg/sourcify,ethereum,1,20.0,"OpenZeppelin Contracts’ irreplaceable role in securing Ethereum’s financial infrastructure solidifies its 20x greater importance. While Sourcify aids transparency, its impact is peripheral compared to OpenZeppelin’s foundational contributions to Ethereum’s security and standardization."
2025-01-24T08:40:51.670Z,L1Juror17,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/nomicfoundation/hardhat,ethereum,2,10.0,"Hardhat’s role as one of the contract development backbones justifies its 10x greater importance over Scaffold-ETH 2, which has so many alternatives available."
2025-01-24T09:54:27.279Z,L1Juror17,https://github.com/ethereum/web3.py,https://github.com/paradigmxyz/reth,ethereum,2,1.0,"Reth and Web3.py are equally important. Considering that Reth has many new features, although its market share is not large, its potential is enormous. And web3.py is crucial for Python ecosystem applications to integrate with Ethereum."
2025-01-24T08:52:51.741Z,L1Juror17,https://github.com/paradigmxyz/reth,https://github.com/prysmaticlabs/prysm,ethereum,2,5.0,"Prysm’s indispensable role in Ethereum’s consensus layer and its broad adoption solidify its primacy. While Reth showcases future potential, its experimental status and limited real-world impact render it secondary to Prysm’s foundational contributions."
2025-01-24T09:07:50.305Z,L1Juror17,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/wevm/viem,ethereum,2,2.0,"Viem’s ecosystem-wide adoption and developer-centric innovation make it twice as vital as EthereumJS Monorepo, which remains confined to protocol research and tooling. The EthereumJS Monorepo is not used in mainstream Ethereum execution layer clients."
2025-01-24T09:25:43.827Z,L1Juror17,https://github.com/ethereum/remix-project,https://github.com/ethers-io/ethers.js,ethereum,2,50.0,"Ethers.js secures Ethereum’s dApp infrastructure, handling $500B+ in DeFi/NFT transactions daily. Remix, while user-friendly, is merely used to onboarding new smart contract developers and rarely used in production level smart contract development."
2025-01-24T09:34:26.792Z,L1Juror17,https://github.com/grandinetech/grandine,https://github.com/vyperlang/titanoboa,ethereum,1,10.0,"Grandine’s foundational role in Ethereum’s consensus layer and client diversity makes it irreplaceable. Titanoboa, while enhancing Vyper’s ecosystem, operates in a replaceable niche with indirect impact. Grandine’s protocol-critical contributions justify its 10x greater importance to Ethereum’s decentralized future."
2025-01-24T09:37:05.355Z,L1Juror17,https://github.com/vyperlang/titanoboa,https://github.com/status-im/nimbus-eth2,ethereum,2,30.0,"Nimbus’s foundational role in Ethereum’s consensus layer and client diversity makes it irreplaceable. Titanoboa, while enhancing Vyper’s ecosystem, operates in a replaceable niche with indirect impact. Grandine’s protocol-critical contributions justify its 30x greater importance to Ethereum’s decentralized future. It is worth mentioning that Nimbus is more important than Grandine for its occupation and minimal resource comsumption."
2025-01-24T10:00:52.111Z,L1Juror17,https://github.com/web3/web3.js,https://github.com/hyperledger-web3j/web3j,ethereum,2,50.0,"Web3j’s foundational role in bridging Java applications to Ethereum’s decentralized future solidifies its 50x greater importance. Focuses on frontend interactions, a niche now dominated by ethers.js and Viem. Web3.js' absence would not disrupt and it has become obsolete due to maintenance neglect and competition."
2025-01-24T16:23:41.681Z,L1Juror15,https://github.com/alloy-rs/alloy,https://github.com/safe-global/safe-smart-account,ethereum,2,1.93,"Looking at github statistics for stars, dependent repositories, and dependent packages, suggests the multipliers of 2.66x, 1.77x, and 1.35x for safe being more valuable than alloy.  My intuition matches this, given that alloy is a lower level developer tool who's audience is constrained mostly to the rust ethereum ecosystem, where-as safe's audience is significantly broader.  The impact of truly secure smart contract wallets and account abstraction feels definitively larger to me."
2025-01-24T17:47:52.759Z,L1Juror18,https://github.com/web3/web3.js,https://github.com/openzeppelin/openzeppelin-contracts,ethereum,1,600.0,Core component to access web as a web2 developer
2025-01-24T17:48:28.198Z,L1Juror18,https://github.com/chainsafe/lodestar,https://github.com/eth-infinitism/account-abstraction,ethereum,1,250.0,A minority CL client. We need more of those
2025-01-24T18:57:44.063Z,L1Juror1,https://github.com/apeworx/ape,https://github.com/nomicfoundation/hardhat,ethereum,2,100.0,"Hardhat is very popular across the entire Ethereum ecosystem; AI estimates give it a market share of 30-70%. Ape has primarily been used by the Bored Ape Yacht Club and related projects, which are a relatively small share of the Ethereum ecosystem: their market cap is about ~150,000 ETH (giving it a share of 0.1% if you include ETH itself, and perhaps a few times more if you do not), and transaction volume is low. DappRadar ranks it as #542 in collectibles ( https://dappradar.com/dapp/bored-ape-yacht-club/nfts?range-ncc=all&range-ncmc=all&range-nc=all ). Adding on top other users beyond BAYC (eg. see a fork by Consensys: https://github.com/Consensys/apeworx-ape ), a ratio of 100 in Hardhat's favor seems reasonable."
2025-01-26T19:04:29.460Z,L1Juror19,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/sigp/lighthouse,ethereum,2,2.0,Comparing two categorically different repositories makes this much more of a value judgement. Ethereumjs has been useful for testing with Hardhat and also doing some more experimental client things. It has never been performant enough to actually run in production. Lighthouse is considered by many to be the standard consensus layer client. The correct functioning of lighthouse is extremely important to the Ethereum network functioning properly.
2025-01-26T21:02:36.396Z,L1Juror19,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/nethermindeth/nethermind,ethereum,2,10.0,Nethermind is a production ready execution client while the ethereumjs execution client is more useful for testing and prototyping. Nethermind is significantly used to secure the live Ethereum network today
2025-01-26T21:03:57.033Z,L1Juror19,https://github.com/grandinetech/grandine,https://github.com/sigp/lighthouse,ethereum,2,100.0,Gandine is much newer to the ecosystem while Lighthouse has been around for quite some time. Lighthouse is one of the more respected consensus layer clients and I know teams that prefer it over the others.
2025-01-28T10:07:42.803Z,L1Juror6,https://github.com/prysmaticlabs/prysm,https://github.com/paradigmxyz/reth,ethereum,1,50.0,Prysm as a majority client is more valuable than Reth which isn't used in production by a significant number of validators/users.
2025-01-28T10:08:55.540Z,L1Juror6,https://github.com/foundry-rs/foundry,https://github.com/sigp/lighthouse,ethereum,2,50.0,"Lighthouse as a majority consensus layer client deserves more credit than foundry, one of the most important libraries. This is because the success of Ethereum, safetywise, heavily depends on the reliability of majority clients."
2025-01-28T10:09:38.905Z,L1Juror6,https://github.com/wevm/viem,https://github.com/ethers-io/ethers.js,ethereum,2,10.0,ethers.js is used by more users and therefore deserves more credits.
2025-01-28T10:10:33.227Z,L1Juror6,https://github.com/ethereum/py-evm,https://github.com/hyperledger/besu,ethereum,2,100.0,Execution layer clients with a significant portion of the network relying on them deserve more credits than the python evm implementation.
2025-01-28T10:11:52.556Z,L1Juror6,https://github.com/grandinetech/grandine,https://github.com/ethereum/web3.py,ethereum,2,20.0,"Although client diversity is very important, as a certain number of clients is reached, every additional one might just slow down progress. While grandine is core-software, namely a CL client, it is not used by a significant number of users while web3.py sees wide-spread usage."
2025-01-28T10:13:25.151Z,L1Juror6,https://github.com/ethereum/go-ethereum,https://github.com/nomicfoundation/hardhat,ethereum,1,100.0,Go-ethereum as a majority EL client that Ethereum heavily relies on deserves more credits than a library used on the application layer because of the fundamental importance of go-ethereum for ethereum's safety.
2025-01-28T10:14:05.617Z,L1Juror6,https://github.com/alloy-rs/alloy,https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,2,2.0,The javascript library is more widespread and serves a larger user base.
2025-01-28T12:57:34.368Z,L1Juror20,https://github.com/hyperledger-web3j/web3j,https://github.com/erigontech/erigon,ethereum,2,5.0,erigon is a client vs a JS library
2025-01-28T12:57:50.008Z,L1Juror20,https://github.com/nethermindeth/nethermind,https://github.com/ethereum/web3.py,ethereum,1,5.0,nethermind is a client and that's far harder to do securely compared to web3 py
2025-01-28T12:58:31.466Z,L1Juror20,https://github.com/foundry-rs/foundry,https://github.com/vyperlang/vyper,ethereum,1,10.0,Foundry revolutionized the tooling landscape whereas vyper while novel only moderately improved the work solidity already had done
2025-01-31T16:57:09.599Z,L1Juror21,https://github.com/prysmaticlabs/prysm,https://github.com/consensys/teku,ethereum,1,1.0,"Regardless of adoption, both of these projects do all the same things and deserve as much funding for doing so. I'm rating prysm higher for its adoption but I don't think we need to give it more money."
2025-02-01T07:05:44.888Z,L1Juror22,https://github.com/eth-infinitism/account-abstraction,https://github.com/nomicfoundation/hardhat,ethereum,2,2.0,"It doesn’t seem ERC-4337 has been widely adopted, it is rather a research project which itself has value, but overall, the preference is to the Hardhat"
2025-02-01T12:12:23.719Z,L1Juror23,https://github.com/wevm/viem,https://github.com/apeworx/ape,ethereum,1,2.0,"Js ecosystem is larger in smart contracts. I've heard people using Viem, none using ape."
2025-02-01T12:18:52.280Z,L1Juror23,https://github.com/foundry-rs/foundry,https://github.com/ethers-io/ethers.js,ethereum,2,1.5,"Ethers improved the DX from web3.js. It saved the Ethereum smart contract development at the right time.
Foundry is an improvement in the late game. I'd say the earlier project contributes more to the success of Ethereum"
2025-02-05T21:09:33.085Z,L1Juror15,https://github.com/ethereum/py-evm,https://github.com/ethereum/remix-project,ethereum,2,3.0,"Github data suggests that these two are relatively equal, but my intuition says that Remix is more important by a decent margin.  The recent work on the EEELs python specification makes py-evm a less compelling project.  It is a dependency for eth-tester which itself is a dependency for at least one python-based smart contract development framework... but my understanding of remix is that it is the onramp for a lot of smart contract development and it's actual userbase is larger than the github stars or forks suggest."
2025-02-05T21:17:03.311Z,L1Juror15,https://github.com/status-im/nimbus-eth2,https://github.com/ethereum-lists/chains,ethereum,1,4.0,"Github data would suggest chains to be 16-26x more important, but I think this is massively skewed by this being a cross-chain project.  I would say that constraining to Ethereum as the scope and the nimbus-eth2 wins, though this is arbitrary and not anchored to any specific metric.  nimbus-eth2 seems to account for roughly 5% of the clients in the beacon network as the 3rd most used client.  Knowing the nimbus teams goal of shipping a unified client, I would say that the nimbus-eth2 client's importance is magnified simply in it being meaningfully *different* from the others in it's intended development path."
2025-02-18T08:40:32.267Z,L1Juror22,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/argotorg/fe,ethereum,1,2.0,I am not sure if Fe is highly used today while ethereumjs has a clear application to me. I like the idea of EVM language diversity hence the multiplier isn’t high
